362822570367660032	194
362816249966755840	112
362818878876811264	110
362826142798983169	88
362817423134560256	84
362814934674980864	74
362817370579935232	66
362816170807664642	46
362817141734514689	46
362821803019747328	38
362812700486676482	36
362821326832427008	36
362820924296282113	28
362818198174842883	28
362824345732648960	24
362815753185017856	22
362817197090942976	18
362821418846658561	16
362815598427774977	16
362824941290270720	16
362818602145026048	14
362820403640549376	14
362806122891075584	14
362811400541839360	14
362784942431813634	14
362820776413511682	14
362816029056966658	12
362815135397576706	12
362814943386546176	12
362804301862674433	12
362828420125700097	12
362783282825412609	10
362816300948533249	10
362818496863809536	10
362820355431211008	10
362821523247075328	10
362823823420162048	10
362824714986586113	10
362816417847971840	8
362820575900610561	8
362820726320939008	8
362790140155936768	8
362815264083017728	8
362828540640624640	8
362813802359689216	8
362816728092250112	8
362816009356316672	6
362817161888141312	6
362816337959071744	6
362816119725240321	6
362822209808502785	6
362823463590834176	6
362819910038069248	6
362820078867214336	6
362815236941705216	6
362818827702112256	6
